file_name,processed_at_date,processed_at_time,length_video,fps_video,target_frame_used,vertice_1,vertice_2,vertice_3,vertice_4,projected_q_side,q_factor_distance,tracker_method
GP010016_fast.mp4,18112018,2356,1928.0,23.976023976023978,1,"(628, 105)","(946, 302)","(264, 393)","(559, 698)",464,0.10775862068965517,<TrackerMIL 0x110f5ff30>
"
"
Crab_ID,Crab_Position,Crab_frame
"GP010016_fast.mp4_uca_ccl01(232, 391)","(312, 357)",1874
"GP010016_fast.mp4_uca_ccl01(232, 391)","(314, 361)",1875
"GP010016_fast.mp4_uca_ccl01(232, 391)","(316, 354)",1876
"GP010016_fast.mp4_uca_ccl01(232, 391)","(316, 350)",1877
"GP010016_fast.mp4_uca_ccl01(232, 391)","(315, 345)",1878
"GP010016_fast.mp4_uca_ccl01(232, 391)","(317, 354)",1879
"GP010016_fast.mp4_uca_ccl01(232, 391)","(318, 354)",1880
"GP010016_fast.mp4_uca_ccl01(232, 391)","(321, 349)",1881
"GP010016_fast.mp4_uca_ccl01(232, 391)","(321, 349)",1882
"GP010016_fast.mp4_uca_ccl01(232, 391)","(319, 354)",1883
"GP010016_fast.mp4_uca_ccl01(232, 391)","(318, 354)",1884
"GP010016_fast.mp4_uca_ccl01(232, 391)","(320, 349)",1885
"GP010016_fast.mp4_uca_ccl01(232, 391)","(328, 348)",1886
"GP010016_fast.mp4_uca_ccl01(232, 391)","(322, 353)",1887
"GP010016_fast.mp4_uca_ccl01(232, 391)","(321, 349)",1888
"GP010016_fast.mp4_uca_ccl01(232, 391)","(322, 349)",1889
"GP010016_fast.mp4_uca_ccl01(232, 391)","(327, 346)",1890
"GP010016_fast.mp4_uca_ccl01(232, 391)","(330, 345)",1891
"GP010016_fast.mp4_uca_ccl01(232, 391)","(330, 345)",1892
"GP010016_fast.mp4_uca_ccl01(232, 391)","(323, 349)",1893
"GP010016_fast.mp4_uca_ccl01(232, 391)","(326, 348)",1894
"GP010016_fast.mp4_uca_ccl01(232, 391)","(325, 348)",1895
"GP010016_fast.mp4_uca_ccl01(232, 391)","(325, 348)",1896
"GP010016_fast.mp4_uca_ccl01(232, 391)","(321, 349)",1897
"GP010016_fast.mp4_uca_ccl01(232, 391)","(326, 346)",1898
"GP010016_fast.mp4_uca_ccl01(232, 391)","(319, 354)",1899
"GP010016_fast.mp4_uca_ccl01(232, 391)","(326, 351)",1900
"GP010016_fast.mp4_uca_ccl01(232, 391)","(323, 348)",1901
"GP010016_fast.mp4_uca_ccl01(232, 391)","(330, 345)",1902
"GP010016_fast.mp4_uca_ccl01(232, 391)","(326, 352)",1903
"GP010016_fast.mp4_uca_ccl01(232, 391)","(325, 349)",1904
"GP010016_fast.mp4_uca_ccl01(232, 391)","(325, 349)",1905
"GP010016_fast.mp4_uca_ccl01(232, 391)","(324, 350)",1906
"GP010016_fast.mp4_uca_ccl01(232, 391)","(325, 349)",1907
"GP010016_fast.mp4_uca_ccl01(232, 391)","(332, 350)",1908
"GP010016_fast.mp4_uca_ccl01(232, 391)","(330, 350)",1909
"GP010016_fast.mp4_uca_ccl01(232, 391)","(325, 350)",1910
"GP010016_fast.mp4_uca_ccl01(232, 391)","(326, 351)",1911
"GP010016_fast.mp4_uca_ccl01(232, 391)","(326, 350)",1912
"GP010016_fast.mp4_uca_ccl01(232, 391)","(324, 351)",1913
"GP010016_fast.mp4_uca_ccl01(232, 391)","(325, 351)",1914
"GP010016_fast.mp4_uca_ccl01(232, 391)","(321, 363)",1915
"GP010016_fast.mp4_uca_ccl01(232, 391)","(326, 350)",1916
"GP010016_fast.mp4_uca_ccl01(232, 391)","(325, 351)",1917
"GP010016_fast.mp4_uca_ccl01(232, 391)","(325, 351)",1918
"GP010016_fast.mp4_uca_ccl01(232, 391)","(327, 349)",1919
"GP010016_fast.mp4_uca_ccl01(232, 391)","(327, 350)",1920
"GP010016_fast.mp4_uca_ccl01(232, 391)","(327, 351)",1921
"GP010016_fast.mp4_uca_ccl01(232, 391)","(327, 350)",1922
"GP010016_fast.mp4_uca_ccl01(232, 391)","(326, 351)",1923
"GP010016_fast.mp4_uca_ccl01(232, 391)","(327, 349)",1924
"GP010016_fast.mp4_uca_ccl01(232, 391)","(330, 346)",1925
"GP010016_fast.mp4_uca_ccl01(232, 391)","(332, 346)",1926
